Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L04,*TL,20515,48817,20515,1319.75,13053,7461,0,0,48817,0.2959,1.0,0.2959,0.4567,0.6363,0.1883,0.2906,0.9357,0.2769,0.4273,113.0356,0.2569,2.353,0.583,0.7431,680096.33,915237.66,763334.66,1.0,1.0
sVa_BigO_L04,HPE,5141,12192,5141,602.5,2930,2211,0,0,12192,0.2966,1.0,0.2966,0.4575,0.5699,0.169,0.2607,0.8828,0.2618,0.4038,54.8414,0.0191,3.2697,0.6069,0.9809,501704.67,492307.0,387025.0,0.7377,0.5379
sVa_BigO_L04,FRE,5092,12241,5092,636.5833,3385,1707,0,0,12241,0.2938,1.0,0.2938,0.4542,0.6648,0.1953,0.3019,0.875,0.257,0.3973,12.6931,0.5746,0.1375,0.5797,0.4254,95866.33,225340.33,189400.0,0.141,0.2462
sVa_BigO_L04,CDE,5141,12192,5141,80.6667,4842,298,0,0,12192,0.2966,1.0,0.2966,0.4575,0.942,0.2794,0.431,0.9843,0.2919,0.4503,41.7262,0.6527,0.2805,0.5413,0.3473,51679.33,148822.0,136537.33,0.076,0.1626
sVa_BigO_L04,UTE,5141,12192,5141,0.0,1896,3245,0,0,12192,0.2966,1.0,0.2966,0.4575,0.3688,0.1094,0.1687,1.0,0.2966,0.4575,3.7749,0.3675,0.9361,0.4836,0.6325,30846.0,48768.33,50372.33,0.0454,0.0533
