Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L08,*TL,133987,4670,125040,5334.6389,91214,33823,8947,1155,3515,0.9663,0.9908,0.9727,0.9817,0.7228,0.7095,0.7161,0.9486,0.9312,0.9398,64.8918,0.056,0.2869,0.8946,0.944,1182094.0,1252160.0,263831.33,1.0,1.0
sVa_BigO_L08,HPE,17156,176,17156,817.5,13803,3353,0,0,176,0.9898,1.0,0.9898,0.9949,0.8046,0.7964,0.8005,0.9523,0.9427,0.9475,10.7955,0.0045,0.1697,0.9721,0.9955,490095.67,492307.0,27464.0,0.4146,0.3932
sVa_BigO_L08,FRE,17154,178,17154,315.0,15895,1258,0,0,178,0.9897,1.0,0.9897,0.9948,0.9267,0.9171,0.9219,0.9816,0.9716,0.9766,2.2682,0.0272,0.0737,0.9587,0.9728,231467.67,225340.33,18622.0,0.1958,0.18
sVa_BigO_L08,CDE,17156,176,17156,19.9167,17078,78,0,0,176,0.9898,1.0,0.9898,0.9949,0.9955,0.9853,0.9904,0.9988,0.9887,0.9937,35.7523,0.3869,0.023,0.7963,0.6131,91245.0,148822.0,60617.67,0.0772,0.1189
sVa_BigO_L08,UTE,17156,176,17156,0.0,6259,10897,0,0,176,0.9898,1.0,0.9898,0.9949,0.3648,0.3611,0.3629,1.0,0.9898,0.9949,3.973,1.1108,3.1434,0.4381,-0.1108,102938.0,48768.33,54806.33,0.0871,0.0389
sVa_BigO_L08,GRE,17156,176,17156,9.8889,17126,29,0,0,176,0.9898,1.0,0.9898,0.9949,0.9983,0.9882,0.9932,0.9994,0.9893,0.9943,0.5825,0.0086,0.0022,0.9937,0.9914,85954.33,86700.67,1091.67,0.0727,0.0692
sVa_BigO_L08,TVE,17156,176,17156,4119.0,124,17032,0,0,176,0.9898,1.0,0.9898,0.9949,0.0072,0.0072,0.0072,0.7599,0.7522,0.756,5.9636,0.5671,0.5514,0.7066,0.4329,49736.67,114897.33,67426.0,0.0421,0.0918
sVa_BigO_L08,FGE,13897,3436,4950,53.3333,4664,285,8947,1155,2281,0.8018,0.8108,0.6846,0.7424,0.7641,0.6451,0.6996,0.8021,0.6772,0.7344,5.0864,0.0703,0.1018,0.7599,0.9297,62031.33,66724.67,32047.33,0.0525,0.0533
sVa_BigO_L08,EQE,17156,176,17156,0.0,16265,891,0,0,176,0.9898,1.0,0.9898,0.9949,0.9481,0.9384,0.9432,1.0,0.9898,0.9949,0.4703,0.0004,0.0191,0.9872,0.9996,68625.33,68599.67,1756.33,0.0581,0.0548
