Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L10,*TL,97869,75451,87414,5369.75,54010,33402,10455,3566,71885,0.5647,0.9608,0.5487,0.6985,0.5937,0.3391,0.4317,0.9018,0.515,0.6556,120.7583,0.1922,1.9571,0.6997,0.8078,1106776.0,1370096.67,822977.32,1.0,1.0
sVa_BigO_L10,HPE,10317,7015,10317,560.75,8090,2227,0,0,7015,0.5953,1.0,0.5953,0.7463,0.7841,0.4668,0.5852,0.9456,0.5629,0.7057,30.1821,0.0468,0.9133,0.8607,0.9532,469267.33,492307.0,137187.67,0.424,0.3593
sVa_BigO_L10,FRE,10081,7251,10081,277.1667,9228,853,0,0,7251,0.5816,1.0,0.5816,0.7355,0.9154,0.5324,0.6732,0.9725,0.5656,0.7152,9.1134,0.3676,0.07,0.7581,0.6324,142498.33,225340.33,109028.0,0.1288,0.1645
sVa_BigO_L10,CDE,10317,7015,10317,66.1667,10058,259,0,0,7015,0.5953,1.0,0.5953,0.7463,0.9749,0.5803,0.7275,0.9936,0.5914,0.7415,35.5573,0.4949,0.1409,0.6868,0.5051,75171.0,148822.0,93228.33,0.0679,0.1086
sVa_BigO_L10,UTE,10317,7015,10317,0.0,3656,6661,0,0,7015,0.5953,1.0,0.5953,0.7463,0.3544,0.2109,0.2644,1.0,0.5953,0.7463,3.9146,0.2694,1.9215,0.4517,0.7306,61906.0,48768.33,53476.33,0.0559,0.0356
sVa_BigO_L10,GRE,10317,7015,10317,69.3333,10109,208,0,0,7015,0.5953,1.0,0.5953,0.7463,0.9798,0.5833,0.7313,0.9933,0.5913,0.7413,3.2732,0.3885,0.0166,0.7893,0.6115,53016.33,86700.67,36540.33,0.0479,0.0633
sVa_BigO_L10,TVE,10317,7015,10317,2601.0833,172,10145,0,0,7015,0.5953,1.0,0.5953,0.7463,0.0167,0.0099,0.0124,0.7479,0.4452,0.5582,7.9188,0.5715,0.491,0.5721,0.4285,49232.33,114897.33,98327.0,0.0445,0.0839
sVa_BigO_L10,FGE,9619,7713,2450,296.75,1334,1115,7169,2932,4781,0.555,0.4552,0.3388,0.3885,0.2479,0.1845,0.2116,0.4001,0.2978,0.3415,11.0707,0.1912,0.4078,0.1912,0.8088,79479.67,66724.67,107940.33,0.0718,0.0487
sVa_BigO_L10,EQE,10317,7015,10317,0.0,9772,545,0,0,7015,0.5953,1.0,0.5953,0.7463,0.9472,0.5638,0.7069,1.0,0.5953,0.7463,2.5297,0.3984,0.0118,0.7929,0.6016,41270.67,68599.67,28420.33,0.0373,0.0501
sVa_BigO_L10,BME,5950,11382,2664,553.0,798,1865,3286,634,10748,0.3433,0.8078,0.1986,0.3188,0.242,0.0595,0.0955,0.6401,0.1574,0.2527,12.7816,0.1965,2.6246,0.2437,0.8035,87902.67,73469.0,111123.67,0.0794,0.0536
sVa_BigO_L10,OFE,10317,7015,10317,945.5,793,9524,0,0,7015,0.5953,1.0,0.5953,0.7463,0.0769,0.0458,0.0574,0.9084,0.5407,0.6779,4.4169,0.0577,0.8801,0.4636,0.9423,47031.67,44467.67,47705.33,0.0425,0.0325
