Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L03,*TL,51393,603,51393,383.2501,49741,1651,0,0,603,0.9884,1.0,0.9884,0.9942,0.9679,0.9566,0.9622,0.9925,0.981,0.9867,47.1535,0.0603,0.1054,0.9461,0.9397,814178.67,866469.33,93371.33,1.0,1.0
sVa_BigO_L03,HPE,17131,201,17131,369.6667,15531,1600,0,0,201,0.9884,1.0,0.9884,0.9942,0.9066,0.8961,0.9013,0.9784,0.9671,0.9727,9.9096,0.0169,0.126,0.9776,0.9831,500644.0,492307.0,22024.33,0.6149,0.5682
sVa_BigO_L03,FRE,17131,201,17131,5.9167,17110,21,0,0,201,0.9884,1.0,0.9884,0.9942,0.9988,0.9872,0.993,0.9997,0.9881,0.9939,1.6804,0.007,0.0419,0.9738,0.993,223771.67,225340.33,11823.33,0.2748,0.2601
sVa_BigO_L03,CDE,17131,201,17131,7.6667,17100,30,0,0,201,0.9884,1.0,0.9884,0.9942,0.9982,0.9867,0.9924,0.9996,0.988,0.9938,35.5635,0.3968,0.0032,0.8,0.6032,89763.0,148822.0,59523.67,0.1102,0.1718
