Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L10,*TL,157999,15321,144810,5340.4722,96524,48282,13189,833,14488,0.9116,0.9943,0.9091,0.9498,0.6628,0.6059,0.6331,0.9576,0.8755,0.9147,60.7723,0.0295,0.2898,0.9004,0.9705,1329712.99,1370096.67,272941.67,1.0,1.0
sVa_BigO_L10,HPE,17236,96,17236,550.9167,14941,2295,0,0,96,0.9945,1.0,0.9945,0.9972,0.8668,0.862,0.8644,0.968,0.9627,0.9653,10.1753,0.0023,0.1282,0.9762,0.9977,493432.33,492307.0,23442.0,0.3711,0.3593
sVa_BigO_L10,FRE,17222,111,17222,226.0833,16321,901,0,0,111,0.9936,1.0,0.9936,0.9968,0.9477,0.9416,0.9446,0.9869,0.9806,0.9837,1.9889,0.0213,0.0649,0.9649,0.9787,230131.33,225340.33,15816.33,0.1731,0.1645
sVa_BigO_L10,CDE,17236,96,17236,18.4167,17163,73,0,0,96,0.9945,1.0,0.9945,0.9972,0.9958,0.9902,0.993,0.9989,0.9934,0.9961,27.1014,0.2326,0.0088,0.8787,0.7674,114207.67,148822.0,36115.67,0.0859,0.1086
sVa_BigO_L10,UTE,17236,96,17236,0.0,6273,10963,0,0,96,0.9945,1.0,0.9945,0.9972,0.3639,0.3619,0.3629,1.0,0.9945,0.9972,3.9808,1.1206,3.1625,0.4362,-0.1206,103418.0,48768.33,54986.33,0.0778,0.0356
sVa_BigO_L10,GRE,17236,96,17236,5.2222,17220,15,0,0,96,0.9945,1.0,0.9945,0.9972,0.9991,0.9936,0.9963,0.9997,0.9942,0.9969,0.4293,0.0051,0.001,0.9966,0.9949,86256.33,86700.67,593.67,0.0649,0.0633
sVa_BigO_L10,TVE,17236,96,17236,3879.75,172,17064,0,0,96,0.9945,1.0,0.9945,0.9972,0.01,0.0099,0.0099,0.7749,0.7706,0.7727,4.9471,0.4929,0.5457,0.7342,0.5071,58260.67,114897.33,61086.67,0.0438,0.0839
sVa_BigO_L10,FGE,14069,3262,4758,49.0833,4497,261,9311,790,2472,0.8118,0.8576,0.6581,0.7447,0.8106,0.622,0.7039,0.8488,0.6513,0.737,5.2104,0.1477,0.0927,0.7711,0.8523,56867.0,66724.67,30541.0,0.0428,0.0487
sVa_BigO_L10,EQE,17236,96,17236,0.0,16340,895,0,0,96,0.9945,1.0,0.9945,0.9972,0.9481,0.9428,0.9454,1.0,0.9945,0.9972,0.3862,0.005,0.0192,0.9895,0.995,68945.33,68599.67,1445.67,0.0518,0.0501
sVa_BigO_L10,BME,6056,11276,2178,145.3333,1971,206,3878,43,11233,0.3494,0.9806,0.1624,0.2787,0.8878,0.147,0.2522,0.9152,0.1516,0.2601,3.712,0.153,0.1998,0.8567,0.847,62228.0,73469.0,21050.33,0.0468,0.0536
sVa_BigO_L10,OFE,17236,96,17236,465.6667,1626,15609,0,0,96,0.9945,1.0,0.9945,0.9972,0.0943,0.0938,0.094,0.973,0.9676,0.9703,2.8409,0.2586,0.7571,0.6867,0.7414,55966.33,44467.67,27864.0,0.0421,0.0325
