Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L05,*TL,30658,56006,30658,1502.3888,21973,8682,0,0,56006,0.3538,1.0,0.3538,0.5227,0.7168,0.2536,0.3747,0.951,0.3364,0.497,106.1154,0.3086,1.6981,0.6556,0.6914,692702.0,1001938.33,690220.34,1.0,1.0
sVa_BigO_L05,HPE,6144,11189,6144,503.0833,4234,1909,0,0,11189,0.3545,1.0,0.3545,0.5234,0.6892,0.2443,0.3607,0.9181,0.3254,0.4805,45.4978,0.0629,2.0324,0.7171,0.9371,461324.67,492307.0,278575.0,0.666,0.4914
sVa_BigO_L05,FRE,6082,11250,6082,545.75,4547,1535,0,0,11250,0.3509,1.0,0.3509,0.5195,0.7476,0.2623,0.3883,0.9103,0.3194,0.4729,11.9287,0.5409,0.1177,0.6186,0.4591,103453.33,225340.33,171911.67,0.1493,0.2249
sVa_BigO_L05,CDE,6144,11189,6144,58.3333,5930,214,0,0,11189,0.3545,1.0,0.3545,0.5234,0.9652,0.3421,0.5052,0.9905,0.3511,0.5184,40.4992,0.6503,0.2032,0.5795,0.3497,52040.33,148822.0,125157.67,0.0751,0.1485
sVa_BigO_L05,UTE,6144,11189,6144,0.0,2304,3839,0,0,11189,0.3545,1.0,0.3545,0.5234,0.3751,0.1329,0.1963,1.0,0.3545,0.5234,3.7716,0.2441,1.1075,0.4843,0.7559,36864.0,48768.33,50300.33,0.0532,0.0487
sVa_BigO_L05,GRE,6144,11189,6144,395.2222,4958,1185,0,0,11189,0.3545,1.0,0.3545,0.5234,0.8071,0.2861,0.4225,0.9357,0.3317,0.4898,4.4181,0.5499,0.0958,0.6293,0.4501,39019.67,86700.67,64275.67,0.0563,0.0865
