Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L10,*TL,107759,65562,97447,5657.888999999999,61087,36356,10312,3710,61852,0.6217,0.9633,0.6117,0.7483,0.6039,0.3835,0.4691,0.9074,0.5762,0.7048,106.2808,0.1571,1.621,0.7428,0.8429,1154907.33,1370096.67,704644.67,1.0,1.0
sVa_BigO_L10,HPE,11552,5780,11552,578.9167,9215,2337,0,0,5780,0.6665,1.0,0.6665,0.7999,0.7977,0.5317,0.6381,0.9499,0.6331,0.7598,22.151,0.0485,0.4864,0.9125,0.9515,468454.33,492307.0,86186.0,0.4056,0.3593
sVa_BigO_L10,FRE,11228,6104,11228,253.1667,10384,844,0,0,6104,0.6478,1.0,0.6478,0.7863,0.9248,0.5991,0.7271,0.9775,0.6332,0.7686,8.2603,0.3104,0.0646,0.7939,0.6896,155392.67,225340.33,92900.33,0.1345,0.1645
sVa_BigO_L10,CDE,11552,5780,11552,56.9167,11326,225,0,0,5780,0.6665,1.0,0.6665,0.7999,0.9805,0.6535,0.7843,0.9951,0.6632,0.7959,32.1912,0.4172,0.1069,0.7404,0.5828,86727.33,148822.0,77254.0,0.0751,0.1086
sVa_BigO_L10,UTE,11552,5780,11552,0.0,4113,7439,0,0,5780,0.6665,1.0,0.6665,0.7999,0.356,0.2373,0.2848,1.0,0.6665,0.7999,3.9309,0.4213,2.1459,0.4479,0.5787,69314.0,48768.33,53845.67,0.06,0.0356
sVa_BigO_L10,GRE,11552,5780,11552,58.2222,11377,174,0,0,5780,0.6665,1.0,0.6665,0.7999,0.9849,0.6565,0.7878,0.995,0.6632,0.7959,2.9745,0.3198,0.014,0.8262,0.6802,58970.33,86700.67,30143.0,0.0511,0.0633
sVa_BigO_L10,TVE,11552,5780,11552,2851.0,203,11349,0,0,5780,0.6665,1.0,0.6665,0.7999,0.0176,0.0117,0.0141,0.7532,0.502,0.6025,7.4549,0.5618,0.4994,0.6014,0.4382,50343.67,114897.33,91585.67,0.0436,0.0839
sVa_BigO_L10,FGE,9642,7690,2712,303.0833,1549,1163,6930,3171,4519,0.5563,0.461,0.3751,0.4136,0.2633,0.2142,0.2362,0.4095,0.3331,0.3674,10.8326,0.2255,0.3864,0.208,0.7745,81768.67,66724.67,105686.0,0.0708,0.0487
sVa_BigO_L10,EQE,11552,5780,11552,0.0,10972,580,0,0,5780,0.6665,1.0,0.6665,0.7999,0.9498,0.633,0.7597,1.0,0.6665,0.7999,2.2956,0.3264,0.0126,0.8283,0.6736,46209.33,68599.67,23550.33,0.04,0.0501
sVa_BigO_L10,BME,6025,11308,2643,491.4167,1035,1607,3382,539,10769,0.3476,0.8306,0.1971,0.3186,0.3254,0.0772,0.1248,0.6762,0.1604,0.2593,11.7313,0.1593,2.2213,0.3495,0.8407,85175.33,73469.0,95581.67,0.0738,0.0536
sVa_BigO_L10,OFE,11552,5780,11552,1065.1667,913,10638,0,0,5780,0.6665,1.0,0.6665,0.7999,0.079,0.0527,0.0632,0.9078,0.6051,0.7262,4.4585,0.1818,0.9759,0.4613,0.8182,52551.67,44467.67,47912.0,0.0455,0.0325
