Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L10,*TL,89871,83450,79226,5088.8611,48277,30948,10645,3378,80072,0.5185,0.9591,0.4973,0.655,0.5844,0.3031,0.3992,0.8975,0.4654,0.613,132.1896,0.2264,2.2174,0.6594,0.7736,1059890.67,1370096.67,933367.33,1.0,1.0
sVa_BigO_L10,HPE,9332,8000,9332,603.5833,6997,2335,0,0,8000,0.5384,1.0,0.5384,0.6999,0.7498,0.4037,0.5248,0.9353,0.5036,0.6547,38.9157,0.053,1.4575,0.789,0.947,466206.0,492307.0,207759.0,0.4399,0.3593
sVa_BigO_L10,FRE,9160,8173,9160,321.3333,8253,907,0,0,8173,0.5285,1.0,0.5285,0.6915,0.901,0.4761,0.623,0.9649,0.5099,0.6672,9.8872,0.4075,0.0802,0.726,0.5925,133508.0,225340.33,123504.33,0.126,0.1645
sVa_BigO_L10,CDE,9332,8000,9332,80.0,9017,315,0,0,8000,0.5384,1.0,0.5384,0.6999,0.9662,0.5203,0.6764,0.9914,0.5338,0.694,36.5579,0.5334,0.1675,0.6555,0.4666,69435.67,148822.0,102543.0,0.0655,0.1086
sVa_BigO_L10,UTE,9332,8000,9332,0.0,3264,6068,0,0,8000,0.5384,1.0,0.5384,0.6999,0.3498,0.1883,0.2448,1.0,0.5384,0.6999,3.9139,0.1482,1.7504,0.4519,0.8518,55998.0,48768.33,53459.0,0.0528,0.0356
sVa_BigO_L10,GRE,9332,8000,9332,66.7778,9132,200,0,0,8000,0.5384,1.0,0.5384,0.6999,0.9786,0.5269,0.685,0.9928,0.5346,0.695,3.4808,0.4459,0.016,0.7612,0.5541,48041.67,86700.67,41415.67,0.0453,0.0633
sVa_BigO_L10,TVE,9332,8000,9332,2383.1667,142,9190,0,0,8000,0.5384,1.0,0.5384,0.6999,0.0152,0.0082,0.0107,0.7446,0.4009,0.5212,8.1702,0.5931,0.4685,0.5554,0.4069,46754.0,114897.33,102159.33,0.0441,0.0839
sVa_BigO_L10,FGE,9594,7738,2236,266.3333,1230,1005,7358,2744,4994,0.5535,0.449,0.3093,0.3663,0.247,0.1701,0.2015,0.3955,0.2724,0.3226,11.1089,0.1464,0.3578,0.1951,0.8536,76494.33,66724.67,107419.67,0.0722,0.0487
sVa_BigO_L10,EQE,9332,8000,9332,0.0,8861,471,0,0,8000,0.5384,1.0,0.5384,0.6999,0.9495,0.5113,0.6647,1.0,0.5384,0.6999,2.6977,0.4558,0.0103,0.7652,0.5442,37332.0,68599.67,32213.0,0.0352,0.0501
sVa_BigO_L10,BME,5793,11539,2506,549.6667,657,1849,3287,634,10905,0.3342,0.7981,0.1869,0.3029,0.2092,0.049,0.0794,0.623,0.1459,0.2364,13.0896,0.1451,2.6409,0.2123,0.8549,84132.67,73469.0,115740.33,0.0794,0.0536
sVa_BigO_L10,OFE,9332,8000,9332,818.0,724,8608,0,0,8000,0.5384,1.0,0.5384,0.6999,0.0776,0.0418,0.0543,0.9123,0.4912,0.6386,4.3677,0.0558,0.783,0.4698,0.9442,41988.33,44467.67,47154.0,0.0396,0.0325
