Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L10,*TL,158201,15120,145001,5348.000099999999,96647,48350,13200,823,14297,0.9128,0.9944,0.9102,0.9504,0.6628,0.6067,0.6335,0.9577,0.8767,0.9154,57.0405,0.023,0.2863,0.9037,0.977,1338553.68,1370096.67,263902.34,1.0,1.0
sVa_BigO_L10,HPE,17257,75,17257,551.9167,14958,2299,0,0,75,0.9957,1.0,0.9957,0.9978,0.8668,0.863,0.8649,0.968,0.9638,0.9659,10.0818,0.0018,0.1249,0.9765,0.9982,493213.0,492307.0,23170.0,0.3685,0.3593
sVa_BigO_L10,FRE,17243,90,17243,227.1667,16338,905,0,0,90,0.9948,1.0,0.9948,0.9974,0.9475,0.9426,0.945,0.9868,0.9817,0.9842,1.9427,0.0226,0.0651,0.9654,0.9774,230436.0,225340.33,15579.0,0.1722,0.1645
sVa_BigO_L10,CDE,17257,75,17257,17.4167,17187,69,0,0,75,0.9957,1.0,0.9957,0.9978,0.996,0.9917,0.9938,0.999,0.9947,0.9968,23.666,0.1787,0.0086,0.905,0.8213,122220.67,148822.0,28262.0,0.0913,0.1086
sVa_BigO_L10,UTE,17257,75,17257,0.0,6276,10980,0,0,75,0.9957,1.0,0.9957,0.9978,0.3637,0.3621,0.3629,1.0,0.9957,0.9978,3.9829,1.1232,3.1675,0.4358,-0.1232,103544.0,48768.33,55033.67,0.0774,0.0356
sVa_BigO_L10,GRE,17257,75,17257,4.6667,17243,14,0,0,75,0.9957,1.0,0.9957,0.9978,0.9992,0.9949,0.997,0.9997,0.9954,0.9975,0.3864,0.004,0.0009,0.9972,0.996,86349.67,86700.67,477.0,0.0645,0.0633
sVa_BigO_L10,TVE,17257,75,17257,3884.0833,171,17085,0,0,75,0.9957,1.0,0.9957,0.9978,0.0099,0.0099,0.0099,0.7749,0.7716,0.7732,4.9395,0.4914,0.547,0.7343,0.5086,58439.67,114897.33,61055.0,0.0437,0.0839
sVa_BigO_L10,FGE,14085,3247,4764,48.4167,4504,260,9321,781,2466,0.8127,0.8592,0.6589,0.7458,0.8123,0.623,0.7052,0.8504,0.6522,0.7382,5.1492,0.1518,0.0899,0.774,0.8482,56596.67,66724.67,30164.67,0.0423,0.0487
sVa_BigO_L10,EQE,17257,75,17257,0.0,16361,896,0,0,75,0.9957,1.0,0.9957,0.9978,0.9481,0.944,0.946,1.0,0.9957,0.9978,0.3603,0.0063,0.0192,0.9901,0.9937,69029.33,68599.67,1363.0,0.0516,0.0501
sVa_BigO_L10,BME,6074,11258,2195,147.8333,1981,214,3879,42,11216,0.3505,0.9812,0.1637,0.2806,0.8856,0.1477,0.2532,0.9151,0.1526,0.2616,3.6951,0.1466,0.2124,0.8572,0.8534,62700.67,73469.0,20983.67,0.0468,0.0536
sVa_BigO_L10,OFE,17257,75,17257,466.5,1628,15628,0,0,75,0.9957,1.0,0.9957,0.9978,0.0943,0.0939,0.0941,0.973,0.9688,0.9709,2.8366,0.2599,0.757,0.6873,0.7401,56024.0,44467.67,27814.33,0.0419,0.0325
