Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L04,*TL,65383,3948,65383,2085.4165999999996,46870,18511,0,0,3948,0.9431,1.0,0.9431,0.9707,0.7169,0.6761,0.6959,0.9681,0.913,0.9397,48.9289,0.0267,0.3667,0.9111,0.9733,890845.67,915237.66,162764.66,1.0,1.0
sVa_BigO_L04,HPE,16346,987,16346,2070.8333,7958,8387,0,0,987,0.9431,1.0,0.9431,0.9707,0.4869,0.4592,0.4726,0.8733,0.8236,0.8477,9.5083,0.0229,0.3037,0.9623,0.9771,481055.33,492307.0,37136.33,0.54,0.5379
sVa_BigO_L04,FRE,16345,987,16345,9.0,16321,24,0,0,987,0.9431,1.0,0.9431,0.9707,0.9985,0.9417,0.9693,0.9994,0.9425,0.9701,3.2499,0.0513,0.0398,0.9525,0.9487,213790.67,225340.33,21401.0,0.24,0.2462
sVa_BigO_L04,CDE,16346,987,16346,5.5833,16326,20,0,0,987,0.9431,1.0,0.9431,0.9707,0.9988,0.9419,0.9695,0.9997,0.9427,0.9704,32.3445,0.342,0.0068,0.8228,0.658,97923.67,148822.0,52729.0,0.1099,0.1626
sVa_BigO_L04,UTE,16346,987,16346,0.0,6265,10080,0,0,987,0.9431,1.0,0.9431,0.9707,0.3833,0.3615,0.3721,1.0,0.9431,0.9707,3.8262,1.0111,2.9078,0.472,-0.0111,98076.0,48768.33,51498.33,0.1101,0.0533
