Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L09,*TL,78268,77721,67752,4238.4723,45750,22000,10516,3507,74214,0.5018,0.9508,0.4772,0.6355,0.642,0.3223,0.4292,0.8913,0.4474,0.5958,128.237,0.2323,2.0022,0.661,0.7677,1017686.67,1325629.0,898645.01,1.0,1.0
sVa_BigO_L09,HPE,8992,8340,8992,576.0833,6770,2222,0,0,8340,0.5188,1.0,0.5188,0.6832,0.7529,0.3906,0.5144,0.9359,0.4856,0.6394,37.9424,0.0655,1.3511,0.7967,0.9345,460040.67,492307.0,200158.33,0.452,0.3714
sVa_BigO_L09,FRE,8931,8401,8931,372.1667,7850,1081,0,0,8401,0.5153,1.0,0.5153,0.6801,0.879,0.4529,0.5978,0.9583,0.4938,0.6518,10.0946,0.4134,0.0872,0.7159,0.5866,132174.67,225340.33,128055.67,0.1299,0.17
sVa_BigO_L09,CDE,8992,8340,8992,78.6667,8683,309,0,0,8340,0.5188,1.0,0.5188,0.6832,0.9656,0.501,0.6597,0.9913,0.5143,0.6772,36.8906,0.537,0.1776,0.6481,0.463,68900.33,148822.0,104746.33,0.0677,0.1123
sVa_BigO_L09,UTE,8992,8340,8992,0.0,3153,5839,0,0,8340,0.5188,1.0,0.5188,0.6832,0.3506,0.1819,0.2395,1.0,0.5188,0.6832,3.9025,0.1064,1.6843,0.4545,0.8936,53956.0,48768.33,53203.67,0.053,0.0368
sVa_BigO_L09,GRE,8992,8340,8992,100.8889,8690,302,0,0,8340,0.5188,1.0,0.5188,0.6832,0.9664,0.5014,0.6602,0.9888,0.513,0.6755,3.5925,0.4571,0.0244,0.7472,0.5429,47068.0,86700.67,43842.0,0.0462,0.0654
sVa_BigO_L09,TVE,8992,8340,8992,2225.9167,226,8766,0,0,8340,0.5188,1.0,0.5188,0.6832,0.0251,0.013,0.0171,0.7525,0.3904,0.5141,8.2144,0.5668,0.4746,0.5487,0.4332,49768.33,114897.33,103711.67,0.0489,0.0867
sVa_BigO_L09,FGE,9531,7801,2259,285.0,1194,1064,7272,2830,4971,0.5499,0.4439,0.3124,0.3667,0.2347,0.1652,0.1939,0.3879,0.273,0.3205,11.5691,0.2416,0.4046,0.1543,0.7584,82846.67,66724.67,112854.67,0.0814,0.0503
sVa_BigO_L09,EQE,8992,8340,8992,0.0,8532,460,0,0,8340,0.5188,1.0,0.5188,0.6832,0.9488,0.4923,0.6482,1.0,0.5188,0.6832,2.7548,0.4756,0.01,0.7555,0.5244,35970.67,68599.67,33549.0,0.0353,0.0517
sVa_BigO_L09,BME,5854,11479,2610,599.75,652,1957,3244,677,10802,0.3377,0.794,0.1946,0.3126,0.1984,0.0486,0.0781,0.6116,0.1499,0.2408,13.2761,0.1836,2.739,0.1934,0.8164,86961.33,73469.0,118523.67,0.0855,0.0554
