Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L03,*TL,51342,657,51342,382.5833,49695,1646,0,0,657,0.9874,1.0,0.9874,0.9937,0.9679,0.9557,0.9618,0.9925,0.98,0.9862,49.5369,0.0687,0.1055,0.9417,0.9313,806903.66,866469.33,100963.66,1.0,1.0
sVa_BigO_L03,HPE,17114,219,17114,368.75,15518,1596,0,0,219,0.9874,1.0,0.9874,0.9937,0.9067,0.8953,0.901,0.9785,0.9661,0.9723,10.0162,0.0171,0.1294,0.9773,0.9829,500728.33,492307.0,22309.33,0.6206,0.5682
sVa_BigO_L03,FRE,17114,219,17114,6.0,17094,19,0,0,219,0.9874,1.0,0.9874,0.9937,0.9989,0.9863,0.9926,0.9996,0.987,0.9933,1.7562,0.0078,0.042,0.9732,0.9922,223582.33,225340.33,12087.33,0.2771,0.2601
sVa_BigO_L03,CDE,17114,219,17114,7.8333,17083,31,0,0,219,0.9874,1.0,0.9874,0.9937,0.9982,0.9856,0.9919,0.9995,0.9869,0.9932,37.7645,0.445,0.0032,0.7764,0.555,82593.0,148822.0,66567.0,0.1024,0.1718
