Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L06,*TL,102444,1548,102444,4794.1389,70522,31922,0,0,1548,0.9851,1.0,0.9851,0.9925,0.6884,0.6781,0.6832,0.9532,0.939,0.946,59.5942,0.0647,0.2956,0.8997,0.9353,1044563.32,1116835.66,224143.01,1.0,1.0
sVa_BigO_L06,HPE,17074,258,17074,922.1667,13274,3800,0,0,258,0.9851,1.0,0.9851,0.9925,0.7774,0.7659,0.7716,0.946,0.9319,0.9389,10.2338,0.0023,0.1834,0.9723,0.9977,493438.33,492307.0,27242.0,0.4724,0.4408
sVa_BigO_L06,FRE,17074,258,17074,66.0,16812,262,0,0,258,0.9851,1.0,0.9851,0.9925,0.9847,0.97,0.9773,0.9961,0.9813,0.9886,1.951,0.0039,0.0479,0.9692,0.9961,224465.33,225340.33,13875.67,0.2149,0.2018
sVa_BigO_L06,CDE,17074,258,17074,10.5833,17033,41,0,0,258,0.9851,1.0,0.9851,0.9925,0.9976,0.9827,0.9901,0.9994,0.9845,0.9919,38.2627,0.4519,0.0078,0.7704,0.5481,81572.0,148822.0,68332.67,0.0781,0.1333
sVa_BigO_L06,UTE,17074,258,17074,0.0,6258,10816,0,0,258,0.9851,1.0,0.9851,0.9925,0.3665,0.3611,0.3638,1.0,0.9851,0.9925,3.959,1.1007,3.1201,0.4414,-0.1007,102448.0,48768.33,54485.67,0.0981,0.0437
sVa_BigO_L06,GRE,17074,258,17074,4.8889,17060,14,0,0,258,0.9851,1.0,0.9851,0.9925,0.9992,0.9843,0.9917,0.9997,0.9848,0.9922,0.6439,0.0144,0.001,0.992,0.9856,85450.33,86700.67,1395.0,0.0818,0.0776
sVa_BigO_L06,TVE,17074,258,17074,3790.5,85,16989,0,0,258,0.9851,1.0,0.9851,0.9925,0.005,0.0049,0.0049,0.778,0.7664,0.7722,4.5438,0.5023,0.5253,0.7441,0.4977,57189.33,114897.33,58812.0,0.0547,0.1029
