Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L10,*TL,124094,49226,114044,6155.444399999999,72430,41611,10050,3972,45254,0.716,0.9663,0.7159,0.8225,0.6137,0.4547,0.5224,0.9142,0.6773,0.7781,89.1435,0.0974,1.3675,0.7951,0.9026,1236603.0,1370096.67,561570.32,1.0,1.0
sVa_BigO_L10,HPE,13581,3751,13581,670.5833,10852,2729,0,0,3751,0.7836,1.0,0.7836,0.8787,0.7991,0.6261,0.7021,0.9506,0.7449,0.8353,14.2669,0.03,0.254,0.9511,0.97,477518.0,492307.0,48156.33,0.3862,0.3593
sVa_BigO_L10,FRE,13152,4180,13152,241.8333,12267,884,0,0,4180,0.7588,1.0,0.7588,0.8629,0.9328,0.7078,0.8049,0.9816,0.7449,0.847,6.7762,0.2063,0.0626,0.8503,0.7937,178844.67,225340.33,67451.0,0.1446,0.1645
sVa_BigO_L10,CDE,13581,3751,13581,38.0,13430,150,0,0,3751,0.7836,1.0,0.7836,0.8787,0.989,0.7749,0.869,0.9972,0.7814,0.8762,28.5847,0.3261,0.0581,0.809,0.6739,100296.33,148822.0,56863.67,0.0811,0.1086
sVa_BigO_L10,UTE,13581,3751,13581,0.0,4899,8682,0,0,3751,0.7836,1.0,0.7836,0.8787,0.3607,0.2827,0.317,1.0,0.7836,0.8787,3.9423,0.6709,2.5045,0.4453,0.3291,81488.0,48768.33,54104.33,0.0659,0.0356
sVa_BigO_L10,GRE,13581,3751,13581,38.1111,13467,114,0,0,3751,0.7836,1.0,0.7836,0.8787,0.9916,0.777,0.8713,0.9972,0.7814,0.8762,2.3948,0.2079,0.009,0.8872,0.7921,68672.0,86700.67,19559.33,0.0555,0.0633
sVa_BigO_L10,TVE,13581,3751,13581,3242.0,217,13363,0,0,3751,0.7836,1.0,0.7836,0.8787,0.016,0.0125,0.014,0.7613,0.5965,0.6689,6.7105,0.5512,0.5096,0.6484,0.4488,51560.67,114897.33,80788.67,0.0417,0.0839
sVa_BigO_L10,FGE,9819,7512,3293,330.1667,2009,1284,6526,3575,3937,0.5666,0.4795,0.4555,0.4672,0.2925,0.2779,0.285,0.4314,0.4098,0.4203,10.36,0.2705,0.4017,0.2474,0.7295,84773.33,66724.67,100437.33,0.0686,0.0487
sVa_BigO_L10,EQE,13581,3751,13581,0.0,12883,698,0,0,3751,0.7836,1.0,0.7836,0.8787,0.9486,0.7433,0.8335,1.0,0.7836,0.8787,1.8557,0.2081,0.0151,0.8858,0.7919,54325.33,68599.67,15670.33,0.0439,0.0501
sVa_BigO_L10,BME,6056,11277,2532,393.5833,1353,1179,3524,397,10880,0.3494,0.8645,0.1888,0.3099,0.4619,0.1009,0.1656,0.7301,0.1594,0.2617,9.8821,0.0678,1.5732,0.5134,0.9322,78448.67,73469.0,71505.0,0.0634,0.0536
sVa_BigO_L10,OFE,13581,3751,13581,1201.1667,1053,12528,0,0,3751,0.7836,1.0,0.7836,0.8787,0.0775,0.0608,0.0681,0.9116,0.7143,0.801,4.3703,0.3645,1.1136,0.4711,0.6355,60676.0,44467.67,47034.33,0.0491,0.0325
