Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L09,*TL,84539,71451,74187,4350.8333999999995,50868,23317,10352,3670,67781,0.542,0.9529,0.5226,0.675,0.6534,0.3583,0.4628,0.897,0.4919,0.6354,115.1083,0.2005,1.7225,0.7034,0.7995,1059898.0,1325629.0,786405.66,1.0,1.0
sVa_BigO_L09,HPE,9867,7465,9867,543.0833,7720,2147,0,0,7465,0.5693,1.0,0.5693,0.7255,0.7824,0.4454,0.5677,0.945,0.538,0.6857,29.658,0.0563,0.8357,0.863,0.9437,464590.67,492307.0,134845.0,0.4383,0.3714
sVa_BigO_L09,FRE,9786,7547,9786,347.4167,8700,1085,0,0,7547,0.5646,1.0,0.5646,0.7217,0.8891,0.502,0.6417,0.9645,0.5445,0.6961,9.4311,0.3751,0.0794,0.7444,0.6249,140824.33,225340.33,115208.67,0.1329,0.17
sVa_BigO_L09,CDE,9867,7465,9867,73.6667,9576,291,0,0,7465,0.5693,1.0,0.5693,0.7255,0.9705,0.5525,0.7041,0.9925,0.565,0.7201,34.0345,0.4718,0.1534,0.6919,0.5282,78607.67,148822.0,91711.67,0.0742,0.1123
sVa_BigO_L09,UTE,9867,7465,9867,0.0,3536,6331,0,0,7465,0.5693,1.0,0.5693,0.7255,0.3584,0.204,0.26,1.0,0.5693,0.7255,3.888,0.214,1.8264,0.4579,0.786,59206.0,48768.33,52877.0,0.0559,0.0368
sVa_BigO_L09,GRE,9867,7465,9867,107.6667,9544,323,0,0,7465,0.5693,1.0,0.5693,0.7255,0.9673,0.5507,0.7018,0.9891,0.5631,0.7176,3.4208,0.405,0.026,0.7716,0.595,51590.0,86700.67,39609.33,0.0487,0.0654
sVa_BigO_L09,TVE,9867,7465,9867,2397.75,248,9619,0,0,7465,0.5693,1.0,0.5693,0.7255,0.0251,0.0143,0.0182,0.757,0.431,0.5493,7.8893,0.543,0.4928,0.5667,0.457,52503.33,114897.33,99567.33,0.0495,0.0867
sVa_BigO_L09,FGE,9608,7725,2487,296.75,1372,1114,7121,2981,4744,0.5543,0.4548,0.3439,0.3917,0.251,0.1898,0.2162,0.4006,0.3029,0.345,11.3852,0.2657,0.4034,0.1666,0.7343,84455.33,66724.67,111218.0,0.0797,0.0503
sVa_BigO_L09,EQE,9867,7465,9867,0.0,9359,508,0,0,7465,0.5693,1.0,0.5693,0.7255,0.9485,0.54,0.6882,1.0,0.5693,0.7255,2.6076,0.4246,0.011,0.7803,0.5754,39470.67,68599.67,30146.33,0.0372,0.0517
sVa_BigO_L09,BME,5943,11389,2712,584.5,813,1899,3231,689,10700,0.3429,0.7974,0.2022,0.3226,0.239,0.0606,0.0967,0.6256,0.1586,0.253,12.7938,0.2066,2.5803,0.2431,0.7934,88650.0,73469.0,111222.33,0.0836,0.0554
