Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L10,*TL,157153,16176,143944,5298.5,95966,47972,13209,814,15362,0.9067,0.9944,0.9036,0.9468,0.663,0.6024,0.6312,0.9578,0.8703,0.912,73.0648,0.0556,0.2946,0.8873,0.9444,1293901.0,1370096.67,308892.33,1.0,1.0
sVa_BigO_L10,HPE,17137,196,17137,551.8333,14838,2298,0,0,196,0.9887,1.0,0.9887,0.9943,0.8659,0.8561,0.861,0.9678,0.9569,0.9623,11.168,0.0042,0.1555,0.9734,0.9958,494355.67,492307.0,26197.33,0.3821,0.3593
sVa_BigO_L10,FRE,17122,211,17122,227.6667,16218,904,0,0,211,0.9878,1.0,0.9878,0.9939,0.9472,0.9357,0.9414,0.9867,0.9747,0.9807,2.2589,0.0159,0.0652,0.9619,0.9841,228926.0,225340.33,17174.33,0.1769,0.1645
sVa_BigO_L10,CDE,17137,196,17137,15.6667,17075,61,0,0,196,0.9887,1.0,0.9887,0.9943,0.9964,0.9852,0.9908,0.9991,0.9878,0.9934,37.7827,0.4427,0.0081,0.776,0.5573,82940.67,148822.0,66686.0,0.0641,0.1086
sVa_BigO_L10,UTE,17137,196,17137,0.0,6261,10876,0,0,196,0.9887,1.0,0.9887,0.9943,0.3653,0.3612,0.3632,1.0,0.9887,0.9943,3.9687,1.1084,3.1373,0.4391,-0.1084,102822.0,48768.33,54709.0,0.0795,0.0356
sVa_BigO_L10,GRE,17137,196,17137,5.3333,17121,16,0,0,196,0.9887,1.0,0.9887,0.9943,0.9991,0.9878,0.9934,0.9997,0.9884,0.994,0.5731,0.0108,0.0011,0.9937,0.9892,85762.0,86700.67,1092.67,0.0663,0.0633
sVa_BigO_L10,TVE,17137,196,17137,3858.9167,170,16966,0,0,196,0.9887,1.0,0.9887,0.9943,0.0099,0.0098,0.0098,0.7748,0.7661,0.7704,4.985,0.4982,0.541,0.7331,0.5018,57651.0,114897.33,61337.67,0.0446,0.0839
sVa_BigO_L10,FGE,14060,3272,4732,48.3333,4474,258,9328,774,2498,0.8112,0.8594,0.6545,0.7431,0.8126,0.6188,0.7026,0.8506,0.6478,0.7355,5.2129,0.1536,0.089,0.7706,0.8464,56473.33,66724.67,30612.67,0.0436,0.0487
sVa_BigO_L10,EQE,17137,196,17137,0.0,16247,889,0,0,196,0.9887,1.0,0.9887,0.9943,0.9481,0.9374,0.9427,1.0,0.9887,0.9943,0.488,0.0008,0.019,0.9867,0.9992,68548.0,68599.67,1830.33,0.053,0.0501
sVa_BigO_L10,BME,6012,11321,2131,139.4167,1945,185,3881,40,11281,0.3469,0.9816,0.1589,0.2735,0.8963,0.145,0.2496,0.9174,0.1485,0.2556,3.7745,0.1713,0.1726,0.855,0.8287,60887.33,73469.0,21301.0,0.0471,0.0536
sVa_BigO_L10,OFE,17137,196,17137,451.3333,1617,15519,0,0,196,0.9887,1.0,0.9887,0.9943,0.0944,0.0933,0.0938,0.9737,0.9627,0.9682,2.853,0.2489,0.7512,0.6857,0.7511,55535.0,44467.67,27951.33,0.0429,0.0325
