Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_Bigz_L09,*TL,142005,13982,129213,4105.8333,96898,32313,12792,1230,12752,0.9104,0.9906,0.9102,0.9487,0.7428,0.6826,0.7114,0.9591,0.8813,0.9186,77.1452,0.0301,0.3232,0.8889,0.9699,1285757.0,1325629.0,294545.34,1.0,1.0
sVa_Bigz_L09,HPE,17320,12,17320,592.4167,14881,2439,0,0,12,0.9993,1.0,0.9993,0.9996,0.8592,0.8586,0.8589,0.9658,0.9651,0.9654,17.4431,0.0537,0.5043,0.9535,0.9463,518752.33,492307.0,45752.0,0.4035,0.3714
sVa_Bigz_L09,FRE,17320,12,17320,112.6667,16885,435,0,0,12,0.9993,1.0,0.9993,0.9996,0.9749,0.9742,0.9745,0.9935,0.9928,0.9931,1.7157,0.0155,0.054,0.9729,0.9845,228822.33,225340.33,12228.0,0.178,0.17
sVa_Bigz_L09,CDE,17320,12,17320,94.5833,17054,265,0,0,12,0.9993,1.0,0.9993,0.9996,0.9847,0.984,0.9843,0.9945,0.9939,0.9942,39.6804,0.4955,0.0296,0.7452,0.5045,75087.67,148822.0,75837.0,0.0584,0.1123
sVa_Bigz_L09,UTE,17320,12,17320,0.0,6280,11040,0,0,12,0.9993,1.0,0.9993,0.9996,0.3626,0.3623,0.3624,1.0,0.9993,0.9996,3.9922,1.1309,3.1846,0.4336,-0.1309,103922.0,48768.33,55248.33,0.0808,0.0368
sVa_Bigz_L09,GRE,17320,12,17320,13.3333,17280,40,0,0,12,0.9993,1.0,0.9993,0.9996,0.9977,0.997,0.9973,0.9992,0.9985,0.9988,0.3632,0.0017,0.003,0.998,0.9983,86846.67,86700.67,344.0,0.0675,0.0654
sVa_Bigz_L09,TVE,17320,12,17320,2987.25,746,16574,0,0,12,0.9993,1.0,0.9993,0.9996,0.0431,0.043,0.043,0.8275,0.827,0.8272,4.8151,0.3876,0.4894,0.7552,0.6124,70358.67,114897.33,56250.0,0.0547,0.0867
sVa_Bigz_L09,FGE,14623,2708,5693,57.75,5380,313,8930,1171,1537,0.8437,0.8294,0.7874,0.8079,0.7838,0.7441,0.7634,0.821,0.7794,0.7997,4.6616,0.0087,0.1075,0.8215,0.9913,67306.0,66724.67,23818.67,0.0523,0.0503
sVa_Bigz_L09,EQE,17320,12,17320,0.0,16420,899,0,0,12,0.9993,1.0,0.9993,0.9996,0.9481,0.9474,0.9477,1.0,0.9993,0.9996,0.2705,0.0099,0.0192,0.9919,0.9901,69281.33,68599.67,1117.67,0.0539,0.0517
sVa_Bigz_L09,BME,6142,11190,2280,247.8333,1972,308,3862,59,11131,0.3544,0.9748,0.17,0.2895,0.8431,0.147,0.2503,0.8688,0.1515,0.258,4.2034,0.1101,0.3311,0.837,0.8899,65380.0,73469.0,23949.67,0.0508,0.0554
