Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_Bigz_L09,*TL,141245,14743,129372,4367.6666,96287,33084,11873,2150,12593,0.9055,0.9837,0.9113,0.9461,0.7321,0.6782,0.7041,0.9504,0.8805,0.9141,72.5307,0.0312,0.5533,0.8919,0.9688,1284212.33,1325629.0,286602.0,1.0,1.0
sVa_Bigz_L09,HPE,17323,9,17323,576.0833,14949,2374,0,0,9,0.9995,1.0,0.9995,0.9997,0.863,0.8625,0.8627,0.9667,0.9662,0.9664,10.624,0.0063,0.1688,0.9756,0.9937,495428.0,492307.0,24051.67,0.3858,0.3714
sVa_Bigz_L09,FRE,17323,9,17323,793.0,14161,3162,0,0,9,0.9995,1.0,0.9995,0.9997,0.8175,0.817,0.8172,0.9542,0.9537,0.9539,3.0855,0.0877,0.1291,0.9375,0.9123,245105.33,225340.33,28158.33,0.1909,0.17
sVa_Bigz_L09,CDE,17323,9,17323,125.5,17016,307,0,0,9,0.9995,1.0,0.9995,0.9997,0.9823,0.9818,0.982,0.9928,0.9922,0.9925,41.3682,0.5268,0.0325,0.7295,0.4732,70425.67,148822.0,80498.33,0.0548,0.1123
sVa_Bigz_L09,UTE,17323,9,17323,0.0,6281,11042,0,0,9,0.9995,1.0,0.9995,0.9997,0.3626,0.3624,0.3625,1.0,0.9995,0.9997,3.9922,1.1313,3.1852,0.4336,-0.1313,103942.0,48768.33,55249.0,0.0809,0.0368
sVa_Bigz_L09,GRE,17323,9,17323,21.0,17260,63,0,0,9,0.9995,1.0,0.9995,0.9997,0.9964,0.9958,0.9961,0.9988,0.9983,0.9985,0.4383,0.0037,0.0049,0.9972,0.9963,87024.33,86700.67,488.33,0.0678,0.0654
sVa_Bigz_L09,TVE,17323,9,17323,2547.5833,2706,14617,0,0,9,0.9995,1.0,0.9995,0.9997,0.1562,0.1561,0.1561,0.8529,0.8525,0.8527,4.5412,0.3436,0.4202,0.7843,0.6564,75413.33,114897.33,49564.67,0.0587,0.0867
sVa_Bigz_L09,FGE,13859,3473,5852,73.75,5469,383,8007,2095,1378,0.7996,0.7364,0.8094,0.7712,0.6882,0.7564,0.7207,0.7271,0.7992,0.7614,4.9841,0.099,0.1444,0.7911,0.901,73333.0,66724.67,27877.67,0.0571,0.0503
sVa_Bigz_L09,EQE,17323,9,17323,0.0,16423,900,0,0,9,0.9995,1.0,0.9995,0.9997,0.948,0.9476,0.9478,1.0,0.9995,0.9997,0.265,0.0101,0.0192,0.9919,0.9899,69294.67,68599.67,1105.0,0.054,0.0517
sVa_Bigz_L09,BME,6125,11207,2259,230.75,2022,236,3866,55,11152,0.3534,0.9762,0.1684,0.2872,0.8742,0.1508,0.2572,0.8765,0.1512,0.2579,3.2322,0.1255,0.1779,0.8665,0.8745,64246.0,73469.0,19609.0,0.05,0.0554
