Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_Bigz_L09,*TL,141467,14529,128272,4936.8056,95877,32390,13195,828,13701,0.9069,0.9936,0.9035,0.9464,0.7427,0.6753,0.7074,0.9553,0.8687,0.9099,82.7081,0.0401,0.3163,0.8805,0.9599,1272522.35,1325629.0,316855.98,1.0,1.0
sVa_Bigz_L09,HPE,17244,89,17244,516.75,15113,2130,0,0,89,0.9949,1.0,0.9949,0.9974,0.8765,0.872,0.8742,0.97,0.9651,0.9675,19.2421,0.0628,0.6026,0.946,0.9372,523247.67,492307.0,53212.0,0.4112,0.3714
sVa_Bigz_L09,FRE,17244,89,17244,229.75,16526,718,0,0,89,0.9949,1.0,0.9949,0.9974,0.9584,0.9534,0.9559,0.9867,0.9816,0.9841,3.5516,0.0379,0.0804,0.9577,0.9621,233889.0,225340.33,19048.0,0.1838,0.17
sVa_Bigz_L09,CDE,17244,89,17244,91.4167,17016,227,0,0,89,0.9949,1.0,0.9949,0.9974,0.9868,0.9818,0.9843,0.9947,0.9896,0.9921,41.257,0.5074,0.0303,0.7308,0.4926,73306.67,148822.0,80139.33,0.0576,0.1123
sVa_Bigz_L09,UTE,17244,89,17244,0.0,6264,10980,0,0,89,0.9949,1.0,0.9949,0.9974,0.3633,0.3614,0.3623,1.0,0.9949,0.9974,3.9861,1.1215,3.1673,0.435,-0.1215,103464.0,48768.33,55107.0,0.0813,0.0368
sVa_Bigz_L09,GRE,17244,89,17244,5.2222,17228,15,0,0,89,0.9949,1.0,0.9949,0.9974,0.9991,0.994,0.9965,0.9997,0.9946,0.9971,0.4162,0.0047,0.001,0.9968,0.9953,86294.67,86700.67,555.33,0.0678,0.0654
sVa_Bigz_L09,TVE,17244,89,17244,3811.5,344,16900,0,0,89,0.9949,1.0,0.9949,0.9974,0.0199,0.0198,0.0198,0.779,0.775,0.777,4.9502,0.4898,0.5358,0.7372,0.5102,58617.0,114897.33,60390.33,0.0461,0.0867
sVa_Bigz_L09,FGE,14637,2695,5315,42.6667,5071,244,9322,780,1915,0.8445,0.872,0.7351,0.7977,0.832,0.7014,0.7611,0.865,0.7292,0.7913,4.7071,0.0977,0.08,0.8267,0.9023,60206.67,66724.67,23121.33,0.0473,0.0503
sVa_Bigz_L09,EQE,17244,89,17244,0.0,16347,896,0,0,89,0.9949,1.0,0.9949,0.9974,0.948,0.9432,0.9456,1.0,0.9949,0.9974,0.3776,0.0055,0.0192,0.9897,0.9945,68976.0,68599.67,1416.33,0.0542,0.0517
sVa_Bigz_L09,BME,6122,11211,2249,239.5,1968,280,3873,48,11163,0.3532,0.9791,0.1677,0.2864,0.8571,0.1467,0.2505,0.8748,0.1498,0.2558,4.2202,0.1218,0.3071,0.8376,0.8782,64520.67,73469.0,23866.33,0.0507,0.0554
