Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_Bigz_L09,*TL,141464,14524,128290,4890.6667,95847,32441,13174,848,13676,0.9069,0.9934,0.9037,0.9464,0.7422,0.6752,0.7071,0.9556,0.8692,0.9104,82.5689,0.0406,0.3211,0.881,0.9594,1271818.67,1325629.0,315566.32,1.0,1.0
sVa_Bigz_L09,HPE,17244,88,17244,515.3333,15120,2124,0,0,88,0.9949,1.0,0.9949,0.9974,0.8768,0.8724,0.8746,0.9701,0.9652,0.9676,19.2619,0.0628,0.6026,0.9459,0.9372,523210.0,492307.0,53286.33,0.4114,0.3714
sVa_Bigz_L09,FRE,17244,88,17244,233.4167,16511,733,0,0,88,0.9949,1.0,0.9949,0.9974,0.9575,0.9526,0.955,0.9865,0.9815,0.984,3.551,0.0383,0.0807,0.9576,0.9617,233970.0,225340.33,19112.33,0.184,0.17
sVa_Bigz_L09,CDE,17244,88,17244,88.0,17030,213,0,0,88,0.9949,1.0,0.9949,0.9974,0.9876,0.9826,0.9851,0.9949,0.9898,0.9923,41.2417,0.5111,0.0224,0.7326,0.4889,72761.33,148822.0,79591.33,0.0572,0.1123
sVa_Bigz_L09,UTE,17244,88,17244,0.0,6264,10980,0,0,88,0.9949,1.0,0.9949,0.9974,0.3633,0.3614,0.3623,1.0,0.9949,0.9974,3.9861,1.1216,3.1674,0.435,-0.1216,103466.0,48768.33,55108.33,0.0814,0.0368
sVa_Bigz_L09,GRE,17244,88,17244,5.6667,17227,17,0,0,88,0.9949,1.0,0.9949,0.9974,0.999,0.9939,0.9964,0.9997,0.9946,0.9971,0.4201,0.0046,0.0011,0.9968,0.9954,86305.67,86700.67,563.0,0.0679,0.0654
sVa_Bigz_L09,TVE,17244,88,17244,3831.25,285,16959,0,0,88,0.9949,1.0,0.9949,0.9974,0.0165,0.0164,0.0164,0.7778,0.7739,0.7758,4.9377,0.4912,0.5382,0.7367,0.5088,58460.67,114897.33,60501.33,0.046,0.0867
sVa_Bigz_L09,FGE,14612,2720,5311,41.25,5071,239,9301,800,1920,0.8431,0.8691,0.7345,0.7962,0.83,0.7014,0.7603,0.8623,0.7288,0.7899,4.6979,0.1012,0.0798,0.8259,0.8988,59973.67,66724.67,23229.0,0.0472,0.0503
sVa_Bigz_L09,EQE,17244,88,17244,0.0,16348,896,0,0,88,0.9949,1.0,0.9949,0.9974,0.948,0.9432,0.9456,1.0,0.9949,0.9974,0.3772,0.0055,0.0192,0.9897,0.9945,68977.33,68599.67,1415.0,0.0542,0.0517
sVa_Bigz_L09,BME,6144,11188,2271,175.75,1991,280,3873,48,11140,0.3545,0.9793,0.1693,0.2887,0.8586,0.1485,0.2532,0.9035,0.1562,0.2664,4.0953,0.1194,0.3094,0.8451,0.8806,64694.0,73469.0,22759.67,0.0509,0.0554
