Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L10,*TL,146643,26685,136320,6522.500099999999,88063,48250,10323,3700,22985,0.846,0.9736,0.8557,0.9109,0.629,0.5528,0.5884,0.927,0.8148,0.8673,67.994,0.0296,0.9209,0.8621,0.9704,1329595.01,1370096.67,377843.67,1.0,1.0
sVa_BigO_L10,HPE,16327,1006,16327,817.8333,12983,3343,0,0,1006,0.942,1.0,0.942,0.9701,0.7952,0.7491,0.7715,0.9499,0.8948,0.9215,10.9128,0.0105,0.1861,0.9692,0.9895,487117.67,492307.0,30336.67,0.3664,0.3593
sVa_BigO_L10,FRE,15940,1393,15940,285.1667,14840,1099,0,0,1393,0.9196,1.0,0.9196,0.9581,0.931,0.8562,0.892,0.9821,0.9032,0.941,4.2938,0.0438,0.0712,0.9254,0.9562,215479.33,225340.33,33621.0,0.1621,0.1645
sVa_BigO_L10,CDE,16327,1006,16327,19.6667,16248,78,0,0,1006,0.942,1.0,0.942,0.9701,0.9952,0.9375,0.9655,0.9988,0.9408,0.9689,22.8768,0.1887,0.0146,0.8969,0.8113,120735.67,148822.0,30690.33,0.0908,0.1086
sVa_BigO_L10,UTE,16327,1006,16327,0.0,5975,10351,0,0,1006,0.942,1.0,0.942,0.9701,0.366,0.3447,0.355,1.0,0.942,0.9701,3.9518,1.0087,2.9859,0.4431,-0.0087,97962.0,48768.33,54322.33,0.0737,0.0356
sVa_BigO_L10,GRE,16327,1006,16327,9.6667,16298,29,0,0,1006,0.942,1.0,0.942,0.9701,0.9982,0.9403,0.9684,0.9994,0.9414,0.9695,1.2384,0.0565,0.0021,0.9698,0.9435,81803.0,86700.67,5233.67,0.0615,0.0633
sVa_BigO_L10,TVE,16327,1006,16327,3723.25,218,16108,0,0,1006,0.942,1.0,0.942,0.9701,0.0134,0.0126,0.013,0.772,0.7272,0.7489,5.5523,0.5101,0.5369,0.7101,0.4899,56285.0,114897.33,66613.67,0.0423,0.0839
sVa_BigO_L10,FGE,10365,6967,3837,221.25,2932,905,6528,3574,3393,0.598,0.5177,0.5307,0.5241,0.3956,0.4055,0.4005,0.4879,0.5001,0.4939,8.2222,0.0871,0.2743,0.4366,0.9129,72538.67,66724.67,75188.0,0.0546,0.0487
sVa_BigO_L10,EQE,16327,1006,16327,0.0,15481,845,0,0,1006,0.942,1.0,0.942,0.9701,0.9482,0.8932,0.9199,1.0,0.942,0.9701,0.984,0.048,0.0181,0.9637,0.952,65308.0,68599.67,4982.33,0.0491,0.0501
sVa_BigO_L10,BME,6049,11283,2254,208.25,1791,463,3795,126,11157,0.349,0.9471,0.1681,0.2855,0.7525,0.1335,0.2268,0.8596,0.1525,0.259,5.977,0.1148,0.5311,0.7686,0.8852,65032.67,73469.0,33995.0,0.0489,0.0536
sVa_BigO_L10,OFE,16327,1006,16327,1237.4167,1297,15029,0,0,1006,0.942,1.0,0.942,0.9701,0.0794,0.0748,0.077,0.9242,0.8706,0.8966,3.9849,0.5142,1.187,0.5181,0.4858,67333.0,44467.67,42860.67,0.0506,0.0325
