Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L09,*TL,140893,15095,127693,4625.0833,96004,31688,13200,822,14273,0.9032,0.9936,0.8995,0.9442,0.747,0.6763,0.7099,0.9576,0.8669,0.91,65.2559,0.0532,0.2523,0.9033,0.9468,1255165.66,1325629.0,256410.01,1.0,1.0
sVa_BigO_L09,HPE,17172,160,17172,463.75,15230,1942,0,0,160,0.9908,1.0,0.9908,0.9954,0.8869,0.8787,0.8828,0.973,0.964,0.9685,10.7934,0.0057,0.1382,0.9752,0.9943,495127.33,492307.0,24373.67,0.3945,0.3714
sVa_BigO_L09,FRE,17172,160,17172,136.5,16629,543,0,0,160,0.9908,1.0,0.9908,0.9954,0.9684,0.9594,0.9639,0.9921,0.9829,0.9875,1.9408,0.0089,0.0556,0.968,0.9911,227353.33,225340.33,14419.0,0.1811,0.17
sVa_BigO_L09,CDE,17172,160,17172,17.6667,17102,70,0,0,160,0.9908,1.0,0.9908,0.9954,0.9959,0.9867,0.9913,0.999,0.9897,0.9943,34.2188,0.3611,0.0131,0.813,0.6389,95085.33,148822.0,55648.67,0.0758,0.1123
sVa_BigO_L09,UTE,17172,160,17172,0.0,6266,10906,0,0,160,0.9908,1.0,0.9908,0.9954,0.3649,0.3615,0.3632,1.0,0.9908,0.9954,3.9727,1.1127,3.146,0.4382,-0.1127,103034.0,48768.33,54800.33,0.0821,0.0368
sVa_BigO_L09,GRE,17172,160,17172,6.3333,17153,19,0,0,160,0.9908,1.0,0.9908,0.9954,0.9989,0.9897,0.9943,0.9996,0.9904,0.995,0.5348,0.0085,0.0013,0.9946,0.9915,85959.67,86700.67,937.0,0.0685,0.0654
sVa_BigO_L09,TVE,17172,160,17172,3816.25,287,16885,0,0,160,0.9908,1.0,0.9908,0.9954,0.0167,0.0166,0.0166,0.7778,0.7706,0.7742,4.9351,0.4945,0.535,0.7365,0.5055,58085.67,114897.33,60553.67,0.0463,0.0867
sVa_BigO_L09,FGE,14631,2702,5313,41.5,5074,238,9318,784,1918,0.8441,0.8714,0.7348,0.7973,0.8323,0.7018,0.7615,0.8646,0.729,0.791,4.7444,0.1011,0.0823,0.8259,0.8989,59980.33,66724.67,23233.67,0.0478,0.0503
sVa_BigO_L09,EQE,17172,160,17172,0.0,16281,891,0,0,160,0.9908,1.0,0.9908,0.9954,0.9481,0.9394,0.9437,1.0,0.9908,0.9954,0.4538,0.0013,0.0191,0.9877,0.9987,68689.33,68599.67,1692.33,0.0547,0.0517
sVa_BigO_L09,BME,6058,11273,2176,143.0833,1982,194,3882,38,11235,0.3495,0.9828,0.1623,0.2786,0.8952,0.1478,0.2537,0.9182,0.1516,0.2602,3.6621,0.1581,0.1859,0.8588,0.8419,61850.67,73469.0,20751.67,0.0493,0.0554
