Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L09,*TL,141908,14080,128712,4661.4722,96731,31980,13196,827,13253,0.9097,0.9936,0.9066,0.9481,0.7467,0.6814,0.7126,0.9576,0.8738,0.9138,42.0562,0.0151,0.2426,0.9226,0.9849,1305664.34,1325629.0,205278.0,1.0,1.0
sVa_BigO_L09,HPE,17307,25,17307,467.1667,15352,1955,0,0,25,0.9986,1.0,0.9986,0.9993,0.887,0.8858,0.8864,0.973,0.9716,0.9723,9.9311,0.0043,0.1159,0.9778,0.9957,494412.67,492307.0,21904.33,0.3787,0.3714
sVa_BigO_L09,FRE,17307,25,17307,138.6667,16755,552,0,0,25,0.9986,1.0,0.9986,0.9993,0.9681,0.9667,0.9674,0.992,0.9906,0.9913,1.5586,0.0169,0.056,0.9717,0.9831,229159.0,225340.33,12740.67,0.1755,0.17
sVa_BigO_L09,CDE,17307,25,17307,18.3333,17235,72,0,0,25,0.9986,1.0,0.9986,0.9993,0.9958,0.9944,0.9951,0.9989,0.9975,0.9982,12.922,0.0559,0.0131,0.963,0.9441,140496.0,148822.0,11021.33,0.1076,0.1123
sVa_BigO_L09,UTE,17307,25,17307,0.0,6283,11024,0,0,25,0.9986,1.0,0.9986,0.9993,0.363,0.3625,0.3627,1.0,0.9986,0.9993,3.9886,1.1294,3.18,0.4344,-0.1294,103846.0,48768.33,55165.0,0.0795,0.0368
sVa_BigO_L09,GRE,17307,25,17307,5.8889,17290,17,0,0,25,0.9986,1.0,0.9986,0.9993,0.999,0.9976,0.9983,0.9997,0.9982,0.9989,0.2951,0.0008,0.0012,0.9986,0.9992,86627.0,86700.67,251.0,0.0663,0.0654
sVa_BigO_L09,TVE,17307,25,17307,3844.0,287,17020,0,0,25,0.9986,1.0,0.9986,0.9993,0.0166,0.0166,0.0166,0.7779,0.7768,0.7773,4.8705,0.4896,0.5395,0.7387,0.5104,58648.33,114897.33,60053.67,0.0449,0.0867
sVa_BigO_L09,FGE,14649,2683,5335,39.0833,5105,229,9314,788,1895,0.8452,0.8713,0.7379,0.7991,0.8339,0.7062,0.7648,0.8649,0.7325,0.7932,4.6568,0.102,0.0787,0.83,0.898,59916.67,66724.67,22690.0,0.0459,0.0503
sVa_BigO_L09,EQE,17307,25,17307,0.0,16409,898,0,0,25,0.9986,1.0,0.9986,0.9993,0.9481,0.9467,0.9474,1.0,0.9986,0.9993,0.2903,0.0092,0.0192,0.9915,0.9908,69230.67,68599.67,1166.33,0.053,0.0517
sVa_BigO_L09,BME,6110,11222,2228,148.3333,2015,213,3882,39,11183,0.3525,0.9828,0.1661,0.2842,0.8888,0.1502,0.257,0.9174,0.1551,0.2653,3.5432,0.138,0.2123,0.8619,0.862,63328.0,73469.0,20285.67,0.0485,0.0554
