Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L09,*TL,141101,14892,127915,4635.5278,96152,31756,13186,835,14057,0.9045,0.9935,0.901,0.945,0.7469,0.6773,0.7104,0.9575,0.8683,0.9107,61.7996,0.0463,0.2504,0.9071,0.9537,1264275.66,1325629.0,246355.32,1.0,1.0
sVa_BigO_L09,HPE,17202,131,17202,462.5,15265,1937,0,0,131,0.9924,1.0,0.9924,0.9962,0.8874,0.8807,0.884,0.9731,0.9658,0.9694,10.2799,0.0049,0.1259,0.9766,0.9951,494736.67,492307.0,23054.33,0.3913,0.3714
sVa_BigO_L09,FRE,17202,131,17202,137.75,16654,547,0,0,131,0.9924,1.0,0.9924,0.9962,0.9682,0.9609,0.9645,0.992,0.9845,0.9882,1.8686,0.0108,0.0558,0.9688,0.9892,227774.67,225340.33,14078.33,0.1802,0.17
sVa_BigO_L09,CDE,17202,131,17202,19.5,17124,77,0,0,131,0.9924,1.0,0.9924,0.9962,0.9955,0.988,0.9917,0.9989,0.9913,0.9951,31.4879,0.3075,0.0133,0.8399,0.6925,103066.33,148822.0,47645.0,0.0815,0.1123
sVa_BigO_L09,UTE,17202,131,17202,0.0,6267,10934,0,0,131,0.9924,1.0,0.9924,0.9962,0.3643,0.3616,0.3629,1.0,0.9924,0.9962,3.9772,1.1164,3.1541,0.4371,-0.1164,103212.0,48768.33,54902.33,0.0816,0.0368
sVa_BigO_L09,GRE,17202,131,17202,7.1111,17180,21,0,0,131,0.9924,1.0,0.9924,0.9962,0.9988,0.9912,0.995,0.9996,0.992,0.9958,0.4998,0.0066,0.0015,0.9954,0.9934,86124.33,86700.67,805.0,0.0681,0.0654
sVa_BigO_L09,TVE,17202,131,17202,3822.0,289,16912,0,0,131,0.9924,1.0,0.9924,0.9962,0.0168,0.0167,0.0167,0.7778,0.7719,0.7748,4.9242,0.4928,0.5363,0.7368,0.5072,58275.0,114897.33,60475.67,0.0461,0.0867
sVa_BigO_L09,FGE,14620,2711,5313,41.9167,5073,240,9307,794,1917,0.8436,0.87,0.7349,0.7968,0.8307,0.7017,0.7608,0.8631,0.7291,0.7905,4.7238,0.1014,0.0828,0.8258,0.8986,59961.33,66724.67,23250.0,0.0474,0.0503
sVa_BigO_L09,EQE,17202,131,17202,0.0,16308,893,0,0,131,0.9924,1.0,0.9924,0.9962,0.9481,0.9409,0.9445,1.0,0.9924,0.9962,0.4238,0.003,0.0191,0.9885,0.997,68808.0,68599.67,1578.33,0.0544,0.0517
sVa_BigO_L09,BME,6067,11264,2188,144.75,1992,195,3879,41,11223,0.3501,0.9816,0.1631,0.2797,0.8941,0.1485,0.2547,0.9167,0.1524,0.2614,3.6144,0.1518,0.1885,0.86,0.8482,62317.33,73469.0,20566.33,0.0493,0.0554
