Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L10,*TL,157336,15983,144132,5310.1945,96075,48057,13204,817,15166,0.9078,0.9944,0.9048,0.9475,0.6628,0.6031,0.6315,0.9577,0.8715,0.9126,70.9931,0.0503,0.2954,0.8898,0.9497,1301148.66,1370096.67,302049.33,1.0,1.0
sVa_BigO_L10,HPE,17159,173,17159,552.5833,14858,2301,0,0,173,0.99,1.0,0.99,0.995,0.8659,0.8573,0.8616,0.9678,0.9581,0.9629,11.1156,0.0042,0.1542,0.9736,0.9958,494389.33,492307.0,25984.33,0.38,0.3593
sVa_BigO_L10,FRE,17144,189,17144,226.9167,16242,902,0,0,189,0.9891,1.0,0.9891,0.9945,0.9474,0.9371,0.9422,0.9868,0.976,0.9814,2.1984,0.017,0.065,0.9626,0.983,229177.0,225340.33,16860.67,0.1761,0.1645
sVa_BigO_L10,CDE,17159,173,17159,17.1667,17091,68,0,0,173,0.99,1.0,0.99,0.995,0.996,0.9861,0.991,0.999,0.989,0.994,35.907,0.4009,0.0085,0.7963,0.5991,89160.33,148822.0,60640.33,0.0685,0.1086
sVa_BigO_L10,UTE,17159,173,17159,0.0,6260,10899,0,0,173,0.99,1.0,0.99,0.995,0.3648,0.3612,0.363,1.0,0.99,0.995,3.9729,1.1111,3.1439,0.4381,-0.1111,102956.0,48768.33,54805.0,0.0791,0.0356
sVa_BigO_L10,GRE,17159,173,17159,4.7778,17145,14,0,0,173,0.99,1.0,0.99,0.995,0.9992,0.9892,0.9942,0.9997,0.9897,0.9947,0.54,0.0097,0.0009,0.9944,0.9903,85862.0,86700.67,969.33,0.066,0.0633
sVa_BigO_L10,TVE,17159,173,17159,3864.0,169,16990,0,0,173,0.99,1.0,0.99,0.995,0.0098,0.0098,0.0098,0.7748,0.7671,0.7709,4.9804,0.4977,0.5418,0.7333,0.5023,57715.67,114897.33,61287.67,0.0444,0.0839
sVa_BigO_L10,FGE,14061,3270,4737,49.5833,4474,263,9324,777,2493,0.8113,0.8591,0.6552,0.7434,0.8114,0.6188,0.7021,0.8501,0.6483,0.7356,5.1993,0.1531,0.0925,0.7708,0.8469,56512.33,66724.67,30583.0,0.0434,0.0487
sVa_BigO_L10,EQE,17159,173,17159,0.0,16268,891,0,0,173,0.99,1.0,0.99,0.995,0.9481,0.9386,0.9433,1.0,0.99,0.995,0.4672,0.0005,0.0191,0.9873,0.9995,68637.33,68599.67,1745.0,0.0528,0.0501
sVa_BigO_L10,BME,6018,11313,2138,140.25,1949,189,3880,40,11273,0.3472,0.9816,0.1594,0.2743,0.8949,0.1453,0.25,0.9172,0.149,0.2564,3.7616,0.1689,0.1755,0.8554,0.8311,61062.0,73469.0,21245.0,0.0469,0.0536
sVa_BigO_L10,OFE,17159,173,17159,454.9167,1619,15540,0,0,173,0.99,1.0,0.99,0.995,0.0944,0.0934,0.0939,0.9735,0.9638,0.9686,2.8507,0.2521,0.7532,0.686,0.7479,55676.67,44467.67,27929.0,0.0428,0.0325
