Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L09,*TL,104263,51731,94124,4761.3612,66249,27871,10139,3883,47848,0.6684,0.9604,0.663,0.7845,0.676,0.4666,0.5521,0.9118,0.6294,0.7447,87.4589,0.125,1.1932,0.7914,0.875,1159904.66,1325629.0,553178.35,1.0,1.0
sVa_BigO_L09,HPE,12650,4683,12650,641.4167,10041,2609,0,0,4683,0.7298,1.0,0.7298,0.8438,0.7938,0.5793,0.6698,0.9493,0.6928,0.801,14.9499,0.0392,0.263,0.9457,0.9608,473015.33,492307.0,53465.67,0.4078,0.3714
sVa_BigO_L09,FRE,12452,4880,12452,402.4167,11040,1411,0,0,4880,0.7184,1.0,0.7184,0.8361,0.8867,0.637,0.7414,0.9677,0.6952,0.8091,7.6993,0.221,0.087,0.8184,0.779,175532.0,225340.33,81855.0,0.1513,0.17
sVa_BigO_L09,CDE,12650,4683,12650,41.3333,12486,164,0,0,4683,0.7298,1.0,0.7298,0.8438,0.987,0.7204,0.8329,0.9967,0.7274,0.841,28.8773,0.3511,0.0673,0.7923,0.6489,96578.0,148822.0,61834.67,0.0833,0.1123
sVa_BigO_L09,UTE,12650,4683,12650,0.0,4609,8041,0,0,4683,0.7298,1.0,0.7298,0.8438,0.3643,0.2659,0.3074,1.0,0.7298,0.8438,3.9059,0.5563,2.3195,0.4537,0.4437,75900.0,48768.33,53279.67,0.0654,0.0368
sVa_BigO_L09,GRE,12650,4683,12650,67.7778,12446,203,0,0,4683,0.7298,1.0,0.7298,0.8438,0.984,0.7181,0.8303,0.9946,0.7259,0.8393,2.7082,0.2544,0.0162,0.8567,0.7456,64643.0,86700.67,24843.67,0.0557,0.0654
sVa_BigO_L09,TVE,12650,4683,12650,2841.4167,394,12255,0,0,4683,0.7298,1.0,0.7298,0.8438,0.0311,0.0227,0.0262,0.7754,0.5659,0.6543,6.717,0.5058,0.5034,0.6381,0.4942,56782.0,114897.33,83164.0,0.049,0.0867
sVa_BigO_L09,FGE,9831,7500,3143,329.5,1869,1274,6688,3413,4087,0.5672,0.4794,0.4347,0.456,0.2851,0.2585,0.2711,0.4291,0.3891,0.4081,10.6237,0.3018,0.4129,0.2243,0.6982,86864.33,66724.67,103511.67,0.0749,0.0503
sVa_BigO_L09,EQE,12650,4683,12650,0.0,12000,650,0,0,4683,0.7298,1.0,0.7298,0.8438,0.9486,0.6923,0.8004,1.0,0.7298,0.8438,2.0696,0.2624,0.0141,0.8593,0.7376,50600.0,68599.67,19299.67,0.0436,0.0517
sVa_BigO_L09,BME,6080,11253,2629,437.5,1364,1264,3451,470,10783,0.3508,0.8483,0.196,0.3184,0.4403,0.1017,0.1652,0.7072,0.1634,0.2655,9.908,0.0888,1.5568,0.5105,0.9112,79990.0,73469.0,71924.33,0.069,0.0554
