Test ID,Item,Correct,Incorrect,TP,Inacc,APT,ITP,TN,FP,FN,Basic Acc,Precision,Recall,F-Score,M Precision,M Recall,M F-Score,FS Precision,FS Recall,FS F-Score,RMSE,NDE,MAPE,Kolter,Est Acc,Estimated,Actual,Diff,Est of Total,Actual of Total
sVa_BigO_L10,*TL,157680,15640,144486,5330.9167,96296,48189,13194,829,14811,0.9098,0.9943,0.907,0.9486,0.6627,0.6045,0.6323,0.9576,0.8736,0.9137,66.3644,0.0398,0.2936,0.8949,0.9602,1315511.33,1370096.67,288126.0,1.0,1.0
sVa_BigO_L10,HPE,17199,133,17199,551.5,14902,2297,0,0,133,0.9923,1.0,0.9923,0.9961,0.8664,0.8598,0.8631,0.9679,0.9605,0.9642,10.5644,0.0034,0.1398,0.9751,0.9966,494000.33,492307.0,24498.67,0.3755,0.3593
sVa_BigO_L10,FRE,17184,148,17184,226.8333,16281,903,0,0,148,0.9915,1.0,0.9915,0.9957,0.9475,0.9394,0.9434,0.9868,0.9784,0.9826,2.088,0.0192,0.065,0.9638,0.9808,229671.0,225340.33,16314.0,0.1746,0.1645
sVa_BigO_L10,CDE,17199,133,17199,18.0833,17127,72,0,0,133,0.9923,1.0,0.9923,0.9961,0.9958,0.9882,0.992,0.9989,0.9913,0.9951,31.9727,0.3175,0.0089,0.8361,0.6825,101572.33,148822.0,48787.0,0.0772,0.1086
sVa_BigO_L10,UTE,17199,133,17199,0.0,6262,10936,0,0,133,0.9923,1.0,0.9923,0.9961,0.3641,0.3613,0.3627,1.0,0.9923,0.9961,3.9789,1.116,3.1548,0.4367,-0.116,103196.0,48768.33,54941.67,0.0784,0.0356
sVa_BigO_L10,GRE,17199,133,17199,5.6667,17182,17,0,0,133,0.9923,1.0,0.9923,0.9961,0.999,0.9913,0.9951,0.9997,0.992,0.9958,0.4913,0.0072,0.0011,0.9955,0.9928,86080.67,86700.67,788.0,0.0654,0.0633
sVa_BigO_L10,TVE,17199,133,17199,3872.9167,171,17028,0,0,133,0.9923,1.0,0.9923,0.9961,0.0099,0.0099,0.0099,0.7748,0.7689,0.7718,4.972,0.4954,0.5439,0.7336,0.5046,57971.67,114897.33,61220.33,0.0441,0.0839
sVa_BigO_L10,FGE,14069,3263,4754,49.9167,4490,264,9315,787,2476,0.8117,0.858,0.6575,0.7445,0.8103,0.621,0.7031,0.849,0.6506,0.7367,5.2095,0.1485,0.0932,0.7709,0.8515,56818.0,66724.67,30578.67,0.0432,0.0487
sVa_BigO_L10,EQE,17199,133,17199,0.0,16306,893,0,0,133,0.9923,1.0,0.9923,0.9961,0.9481,0.9408,0.9444,1.0,0.9923,0.9961,0.4269,0.0029,0.0191,0.9884,0.9971,68797.33,68599.67,1589.0,0.0523,0.0501
sVa_BigO_L10,BME,6034,11298,2155,142.1667,1953,202,3879,42,11256,0.3481,0.9809,0.1607,0.2762,0.8889,0.1456,0.2502,0.9162,0.1501,0.2579,3.8056,0.1632,0.1911,0.854,0.8368,61476.67,73469.0,21446.33,0.0467,0.0536
sVa_BigO_L10,OFE,17199,133,17199,463.8333,1622,15577,0,0,133,0.9923,1.0,0.9923,0.9961,0.0943,0.0936,0.0939,0.973,0.9656,0.9693,2.8551,0.2577,0.7571,0.6856,0.7423,55927.33,44467.67,27962.33,0.0425,0.0325
